side,solve_index,iteration,relative_residual,residual_kind,wall_seconds,iterations_total,average_milliseconds_per_outer_iteration,cycle_iteration,diagnostic_elapsed_seconds
pyqcu,2,3,0.0028122286312282085,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,3,0.502253442
pyqcu,2,4,0.0006457340787164867,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,4,0.678399745
pyqcu,2,5,0.00021028987248428166,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,1,0.862445562
pyqcu,2,6,6.252613820834085e-05,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,2,1.045621632
pyqcu,2,7,2.197577487095259e-05,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,3,1.229822357
pyqcu,2,8,7.483036824851297e-06,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,4,1.408343184
pyqcu,2,9,3.2432135412818752e-06,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,1,1.62797376
pyqcu,2,10,1.2322429938649293e-06,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,2,1.811921971
pyqcu,2,11,4.0650434129929636e-07,arnoldi_estimate,2.0151909020059975,11,183.19917290963613,3,1.995894983
pyqcu,3,0,1.0,initial_true_residual,2.041653319989564,11,185.60484727177854,,
pyqcu,3,1,0.0936507061123848,arnoldi_estimate,2.041653319989564,11,185.60484727177854,1,0.178190611
pyqcu,3,2,0.016313400119543076,arnoldi_estimate,2.041653319989564,11,185.60484727177854,2,0.339113619
pyqcu,3,3,0.0028122286312282085,arnoldi_estimate,2.041653319989564,11,185.60484727177854,3,0.501232089
pyqcu,3,4,0.0006457340787164867,arnoldi_estimate,2.041653319989564,11,185.60484727177854,4,0.674322633
pyqcu,3,5,0.00021028987248428166,arnoldi_estimate,2.041653319989564,11,185.60484727177854,1,0.856895372
pyqcu,3,6,6.252613820834085e-05,arnoldi_estimate,2.041653319989564,11,185.60484727177854,2,1.041055395
pyqcu,3,7,2.197577487095259e-05,arnoldi_estimate,2.041653319989564,11,185.60484727177854,3,1.225645339
pyqcu,3,8,7.483036824851297e-06,arnoldi_estimate,2.041653319989564,11,185.60484727177854,4,1.404920606
pyqcu,3,9,3.2432135412818752e-06,arnoldi_estimate,2.041653319989564,11,185.60484727177854,1,1.631372438
pyqcu,3,10,1.2322429938649293e-06,arnoldi_estimate,2.041653319989564,11,185.60484727177854,2,1.818471196
pyqcu,3,11,4.0650434129929636e-07,arnoldi_estimate,2.041653319989564,11,185.60484727177854,3,2.003039667
pyqcu,4,0,1.0,initial_true_residual,2.068720169001608,11,188.0654699092371,,
pyqcu,4,1,0.0936507061123848,arnoldi_estimate,2.068720169001608,11,188.0654699092371,1,0.171946216
pyqcu,4,2,0.016313400119543076,arnoldi_estimate,2.068720169001608,11,188.0654699092371,2,0.329040362
pyqcu,4,3,0.0028122286312282085,arnoldi_estimate,2.068720169001608,11,188.0654699092371,3,0.487780694
pyqcu,4,4,0.0006457340787164867,arnoldi_estimate,2.068720169001608,11,188.0654699092371,4,0.657499095
pyqcu,4,5,0.00021028987248428166,arnoldi_estimate,2.068720169001608,11,188.0654699092371,1,0.84253549
pyqcu,4,6,6.252613820834085e-05,arnoldi_estimate,2.068720169001608,11,188.0654699092371,2,1.036320939
pyqcu,4,7,2.197577487095259e-05,arnoldi_estimate,2.068720169001608,11,188.0654699092371,3,1.223144027
pyqcu,4,8,7.483036824851297e-06,arnoldi_estimate,2.068720169001608,11,188.0654699092371,4,1.401553678
pyqcu,4,9,3.2432135412818752e-06,arnoldi_estimate,2.068720169001608,11,188.0654699092371,1,1.614831838
pyqcu,4,10,1.2322429938649293e-06,arnoldi_estimate,2.068720169001608,11,188.0654699092371,2,1.795418702
pyqcu,4,11,4.0650434129929636e-07,arnoldi_estimate,2.068720169001608,11,188.0654699092371,3,1.976613498
quda,0,0,1.0,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,1,0.2625984,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,2,0.1067166,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,3,0.05669911,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,4,0.03254715,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,5,0.02190758,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,6,0.01267097,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,7,0.00845222,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,8,0.005334316,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,9,0.003873168,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,10,0.002461819,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,11,0.001777913,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,12,0.001177729,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,13,0.0008780667,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,14,0.0006034993,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,15,0.000433663,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,16,0.0003106508,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,17,0.0002376354,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,18,0.0001651258,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,19,0.0001245429,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,20,9.032679e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,21,6.863e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,22,5.050729e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,23,3.787736e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,24,2.815701e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,25,2.227549e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,26,1.619515e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,27,1.246593e-05,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,28,9.334165e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,29,7.446214e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,30,5.459565e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,31,4.26561e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,32,3.203091e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,33,2.585741e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,34,1.881693e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,35,1.517277e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,36,1.11998e-06,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,0,37,9.118852e-07,gcr_iterated_residual,2.0940757600037614,37,56.59664216226382,,
quda,1,0,1.0,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,1,0.2625984,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,2,0.1067166,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,3,0.05669911,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,4,0.03254715,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,5,0.02190758,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,6,0.01267097,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,7,0.00845222,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,8,0.005334316,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,9,0.003873168,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,10,0.002461819,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,11,0.001777913,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,12,0.001177729,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,13,0.0008780667,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,14,0.0006034993,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,15,0.000433663,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,16,0.0003106508,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,17,0.0002376354,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,18,0.0001651258,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,19,0.0001245429,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,20,9.032679e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,21,6.863e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,22,5.050729e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,23,3.787736e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,24,2.815701e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,25,2.227549e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,26,1.619515e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,27,1.246593e-05,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,28,9.334165e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,29,7.446214e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,30,5.459565e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,31,4.26561e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,32,3.203091e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,33,2.585741e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,34,1.881693e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,35,1.517277e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,36,1.11998e-06,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,1,37,9.118852e-07,gcr_iterated_residual,2.0948406029929174,37,56.61731359440317,,
quda,2,0,1.0,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,1,0.2625984,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,2,0.1067166,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,3,0.05669911,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,4,0.03254715,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,5,0.02190758,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,6,0.01267097,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,7,0.00845222,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,8,0.005334316,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,9,0.003873168,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,10,0.002461819,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,11,0.001777913,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,12,0.001177729,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,13,0.0008780667,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,14,0.0006034993,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,15,0.000433663,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,16,0.0003106508,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,17,0.0002376354,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,18,0.0001651258,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,19,0.0001245429,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,20,9.032679e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,21,6.863e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,22,5.050729e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,23,3.787736e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,24,2.815701e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,25,2.227549e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,26,1.619515e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,27,1.246593e-05,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,28,9.334165e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,29,7.446214e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,30,5.459565e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,31,4.26561e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,32,3.203091e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,33,2.585741e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,34,1.881693e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,35,1.517277e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,36,1.11998e-06,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,2,37,9.118852e-07,gcr_iterated_residual,2.0825576200004434,37,56.285341081093065,,
quda,3,0,1.0,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,1,0.2625984,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,2,0.1067166,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,3,0.05669911,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,4,0.03254715,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,5,0.02190758,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,6,0.01267097,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,7,0.00845222,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,8,0.005334316,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,9,0.003873168,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,10,0.002461819,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,11,0.001777913,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,12,0.001177729,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,13,0.0008780667,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,14,0.0006034993,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,15,0.000433663,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,16,0.0003106508,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,17,0.0002376354,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,18,0.0001651258,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,19,0.0001245429,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,20,9.032679e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,21,6.863e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,22,5.050729e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,23,3.787736e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,24,2.815701e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,25,2.227549e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,26,1.619515e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,27,1.246593e-05,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,28,9.334165e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,29,7.446214e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,30,5.459565e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,31,4.26561e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,32,3.203091e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,33,2.585741e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,34,1.881693e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,35,1.517277e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,36,1.11998e-06,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,3,37,9.118852e-07,gcr_iterated_residual,2.1232754290103912,37,57.38582240568625,,
quda,4,0,1.0,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,1,0.2625984,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,2,0.1067166,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,3,0.05669911,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,4,0.03254715,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,5,0.02190758,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,6,0.01267097,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,7,0.00845222,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,8,0.005334316,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,9,0.003873168,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,10,0.002461819,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,11,0.001777913,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,12,0.001177729,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,13,0.0008780667,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,14,0.0006034993,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,15,0.000433663,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,16,0.0003106508,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,17,0.0002376354,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,18,0.0001651258,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,19,0.0001245429,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,20,9.032679e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,21,6.863e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,22,5.050729e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,23,3.787736e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,24,2.815701e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,25,2.227549e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,26,1.619515e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,27,1.246593e-05,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,28,9.334165e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,29,7.446214e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,30,5.459565e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,31,4.26561e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,32,3.203091e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,33,2.585741e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,34,1.881693e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,35,1.517277e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,36,1.11998e-06,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
quda,4,37,9.118852e-07,gcr_iterated_residual,2.1085438989975955,37,56.98767294588096,,
